date,count,museum,gallery,,,,
8/3/2015,67,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/4/2015,70,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/5/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/6/2015,70,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/7/2015,80,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/8/2015,105,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/9/2015,102,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/10/2015,116,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/11/2015,103,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/12/2015,102,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/13/2015,105,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/14/2015,126,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/15/2015,183,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/16/2015,88,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/17/2015,87,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/18/2015,91,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/19/2015,120,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/20/2015,95,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/21/2015,137,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/22/2015,135,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/23/2015,208,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/24/2015,133,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/25/2015,136,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/26/2015,129,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/27/2015,159,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/28/2015,140,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/29/2015,175,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/30/2015,283,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/31/2015,412,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/1/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/2/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/3/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/4/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/5/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/6/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/7/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/8/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/9/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/10/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/11/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/12/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/13/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/14/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/15/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/16/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/17/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/18/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/19/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/20/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/21/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/22/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/23/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/24/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/25/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/26/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/27/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/28/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/29/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/30/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/1/2014,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/2/2014,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/3/2014,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/4/2014,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/5/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/6/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/7/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/8/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/9/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/10/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/11/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/12/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/13/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/14/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/15/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/16/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/17/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/18/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/19/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/20/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/21/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/22/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/23/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/24/2015,889,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/25/2015,727,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/26/2015,703,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/27/2015,638,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/28/2015,798,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/29/2015,626,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/30/2015,875,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/31/2015,1044,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/1/2014,627,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/2/2015,528,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/3/2015,385,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/4/2015,286,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/5/2015,306,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/6/2015,496,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/7/2015,884,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/8/2015,477,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/9/2015,366,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/10/2015,299,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/11/2015,361,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/12/2015,397,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/13/2015,400,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/14/2015,1002,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/15/2015,687,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/16/2015,112,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/17/2015,185,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/18/2015,301,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/19/2015,207,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/20/2015,219,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/21/2015,1120,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/22/2015,529,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/23/2015,243,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/24/2015,193,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/25/2015,247,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/26/2015,302,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/27/2015,226,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/28/2015,828,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/29/2015,654,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/30/2015,203,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/1/2015,175,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/2/2015,332,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/3/2015,177,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/4/2015,398,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/5/2015,745,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/6/2015,707,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/7/2015,168,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/8/2015,237,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/9/2015,366,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/10/2015,163,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/11/2015,261,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/12/2015,575,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/13/2015,469,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/14/2015,186,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/15/2015,175,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/16/2015,175,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/17/2015,187,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/18/2015,232,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/19/2015,492,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/20/2015,368,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/21/2015,440,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/22/2015,325,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/23/2015,278,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/24/2015,91,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/27/2015,432,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/28/2015,536,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/29/2015,622,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/30/2015,495,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/31/2015,524,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/1/2016,275,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/2/2016,776,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/3/2016,594,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/4/2016,378,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/5/2016,199,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/6/2016,172,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/7/2016,203,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/8/2016,279,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/9/2016,562,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/10/2016,585,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/11/2016,266,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/12/2016,160,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/13/2016,256,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/14/2016,223,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/15/2016,244,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/16/2016,589,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/17/2016,596,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/18/2016,148,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/19/2016,248,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/20/2016,285,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/21/2016,214,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/22/2016,342,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/23/2016,920,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/24/2016,710,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/25/2016,305,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/26/2016,208,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/27/2016,292,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/28/2016,268,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/29/2016,291,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/30/2016,891,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/31/2016,574,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/1/2016,222,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/2/2016,253,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/3/2016,294,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/4/2016,251,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/5/2016,342,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/6/2016,615,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/7/2016,573,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/8/2015,389,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/9/2015,446,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/10/2015,487,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/11/2015,506,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/12/2015,544,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/13/2015,832,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/14/2015,764,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/15/2015,682,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/16/2015,570,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/17/2015,689,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/18/2015,500,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/19/2015,557,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/20/2015,907,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/21/2015,753,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/22/2016,304,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/23/2016,405,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/24/2016,252,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/25/2016,235,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/26/2016,280,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/27/2016,952,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/28/2016,624,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/29/2016,316,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/1/2016,278,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/2/2016,208,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/3/2016,253,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/4/2016,316,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/5/2016,1080,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/6/2016,807,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/7/2016,340,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/8/2016,319,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/9/2016,332,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/10/2016,332,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/11/2016,388,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/12/2016,718,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/13/2016,743,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/1/2015,313,BMAG,Gallery 5,,,,
4/2/2015,441,BMAG,Gallery 5,,,,
4/3/2015,734,BMAG,Gallery 5,,,,
4/4/2015,497,BMAG,Gallery 5,,,,
4/5/2015,410,BMAG,Gallery 5,,,,
4/6/2015,325,BMAG,Gallery 5,,,,
4/7/2015,258,BMAG,Gallery 5,,,,
4/8/2015,408,BMAG,Gallery 5,,,,
4/9/2015,281,BMAG,Gallery 5,,,,
4/10/2015,300,BMAG,Gallery 5,,,,
4/11/2015,540,BMAG,Gallery 5,,,,
4/12/2015,411,BMAG,Gallery 5,,,,
4/13/2015,111,BMAG,Gallery 5,,,,
4/14/2015,111,BMAG,Gallery 5,,,,
4/15/2015,100,BMAG,Gallery 5,,,,
4/16/2015,99,BMAG,Gallery 5,,,,
4/17/2015,68,BMAG,Gallery 5,,,,
4/18/2015,489,BMAG,Gallery 5,,,,
4/19/2015,323,BMAG,Gallery 5,,,,
4/20/2015,170,BMAG,Gallery 5,,,,
4/21/2015,164,BMAG,Gallery 5,,,,
4/22/2015,100,BMAG,Gallery 5,,,,
4/23/2015,122,BMAG,Gallery 5,,,,
4/24/2015,221,BMAG,Gallery 5,,,,
4/25/2015,401,BMAG,Gallery 5,,,,
4/26/2015,346,BMAG,Gallery 5,,,,
4/27/2015,79,BMAG,Gallery 5,,,,
4/28/2015,112,BMAG,Gallery 5,,,,
4/29/2015,98,BMAG,Gallery 5,,,,
4/30/2015,109,BMAG,Gallery 5,,,,
5/1/2015,243,BMAG,Gallery 5,,,,
5/2/2015,597,BMAG,Gallery 5,,,,
5/3/2015,503,BMAG,Gallery 5,,,,
5/4/2015,468,BMAG,Gallery 5,,,,
5/5/2015,92,BMAG,Gallery 5,,,,
5/6/2015,154,BMAG,Gallery 5,,,,
5/7/2015,152,BMAG,Gallery 5,,,,
5/8/2015,166,BMAG,Gallery 5,,,,
5/9/2015,434,BMAG,Gallery 5,,,,
5/10/2015,351,BMAG,Gallery 5,,,,
5/11/2015,189,BMAG,Gallery 5,,,,
5/12/2015,100,BMAG,Gallery 5,,,,
5/13/2015,72,BMAG,Gallery 5,,,,
5/14/2015,275,BMAG,Gallery 5,,,,
5/15/2015,133,BMAG,Gallery 5,,,,
5/16/2015,318,BMAG,Gallery 5,,,,
5/17/2015,243,BMAG,Gallery 5,,,,
5/18/2015,167,BMAG,Gallery 5,,,,
5/19/2015,210,BMAG,Gallery 5,,,,
5/20/2015,48,BMAG,Gallery 5,,,,
5/21/2015,102,BMAG,Gallery 5,,,,
5/22/2015,117,BMAG,Gallery 5,,,,
5/23/2015,223,BMAG,Gallery 5,,,,
5/24/2015,451,BMAG,Gallery 5,,,,
5/25/2015,427,BMAG,Gallery 5,,,,
5/26/2015,240,BMAG,Gallery 5,,,,
5/27/2015,234,BMAG,Gallery 5,,,,
5/28/2015,268,BMAG,Gallery 5,,,,
5/29/2015,392,BMAG,Gallery 5,,,,
5/30/2015,297,BMAG,Gallery 5,,,,
5/31/2015,322,BMAG,Gallery 5,,,,
6/1/2015,225,BMAG,Gallery 5,,,,
6/2/2015,168,BMAG,Gallery 5,,,,
6/3/2015,122,BMAG,Gallery 5,,,,
6/4/2015,105,BMAG,Gallery 5,,,,
6/5/2015,155,BMAG,Gallery 5,,,,
6/6/2015,293,BMAG,Gallery 5,,,,
6/7/2015,235,BMAG,Gallery 5,,,,
6/8/2015,77,BMAG,Gallery 5,,,,
6/9/2015,261,BMAG,Gallery 5,,,,
6/10/2015,320,BMAG,Gallery 5,,,,
6/11/2015,97,BMAG,Gallery 5,,,,
6/12/2015,146,BMAG,Gallery 5,,,,
6/13/2015,514,BMAG,Gallery 5,,,,
6/14/2015,272,BMAG,Gallery 5,,,,
6/15/2015,169,BMAG,Gallery 5,,,,
6/16/2015,142,BMAG,Gallery 5,,,,
6/17/2015,160,BMAG,Gallery 5,,,,
6/18/2015,169,BMAG,Gallery 5,,,,
6/19/2015,169,BMAG,Gallery 5,,,,
6/20/2015,287,BMAG,Gallery 5,,,,
6/21/2015,263,BMAG,Gallery 5,,,,
6/22/2015,159,BMAG,Gallery 5,,,,
6/23/2015,180,BMAG,Gallery 5,,,,
6/24/2015,116,BMAG,Gallery 5,,,,
6/25/2015,116,BMAG,Gallery 5,,,,
6/26/2015,143,BMAG,Gallery 5,,,,
6/27/2015,277,BMAG,Gallery 5,,,,
6/28/2015,430,BMAG,Gallery 5,,,,
6/29/2015,105,BMAG,Gallery 5,,,,
6/30/2015,112,BMAG,Gallery 5,,,,
7/1/2015,110,BMAG,Gallery 5,,,,
7/2/2015,123,BMAG,Gallery 5,,,,
7/3/2015,61,BMAG,Gallery 5,,,,
7/4/2015,155,BMAG,Gallery 5,,,,
7/5/2015,173,BMAG,Gallery 5,,,,
7/6/2015,170,BMAG,Gallery 5,,,,
7/7/2015,183,BMAG,Gallery 5,,,,
7/8/2015,104,BMAG,Gallery 5,,,,
7/9/2015,194,BMAG,Gallery 5,,,,
7/10/2015,103,BMAG,Gallery 5,,,,
7/11/2015,283,BMAG,Gallery 5,,,,
7/12/2015,468,BMAG,Gallery 5,,,,
7/13/2015,236,BMAG,Gallery 5,,,,
7/14/2015,193,BMAG,Gallery 5,,,,
7/15/2015,220,BMAG,Gallery 5,,,,
7/16/2015,146,BMAG,Gallery 5,,,,
7/17/2015,143,BMAG,Gallery 5,,,,
7/18/2015,166,BMAG,Gallery 5,,,,
7/19/2015,264,BMAG,Gallery 5,,,,
7/20/2015,275,BMAG,Gallery 5,,,,
7/21/2015,188,BMAG,Gallery 5,,,,
7/22/2015,230,BMAG,Gallery 5,,,,
7/23/2015,209,BMAG,Gallery 5,,,,
7/24/2015,245,BMAG,Gallery 5,,,,
7/25/2015,280,BMAG,Gallery 5,,,,
7/26/2015,614,BMAG,Gallery 5,,,,
7/27/2015,361,BMAG,Gallery 5,,,,
7/28/2015,269,BMAG,Gallery 5,,,,
7/29/2015,272,BMAG,Gallery 5,,,,
7/30/2015,254,BMAG,Gallery 5,,,,
7/31/2015,245,BMAG,Gallery 5,,,,
8/1/2015,330,BMAG,Gallery 5,,,,
8/2/2015,187,BMAG,Gallery 5,,,,
8/3/2015,315,BMAG,Gallery 5,,,,
8/4/2015,304,BMAG,Gallery 5,,,,
8/5/2015,354,BMAG,Gallery 5,,,,
8/6/2015,170,BMAG,Gallery 5,,,,
8/7/2015,260,BMAG,Gallery 5,,,,
8/8/2015,311,BMAG,Gallery 5,,,,
8/9/2015,412,BMAG,Gallery 5,,,,
8/10/2015,496,BMAG,Gallery 5,,,,
8/11/2015,342,BMAG,Gallery 5,,,,
8/12/2015,401,BMAG,Gallery 5,,,,
8/13/2015,387,BMAG,Gallery 5,,,,
8/14/2015,442,BMAG,Gallery 5,,,,
8/15/2015,392,BMAG,Gallery 5,,,,
8/16/2015,409,BMAG,Gallery 5,,,,
8/17/2015,280,BMAG,Gallery 5,,,,
8/18/2015,198,BMAG,Gallery 5,,,,
8/19/2015,350,BMAG,Gallery 5,,,,
8/20/2015,313,BMAG,Gallery 5,,,,
8/21/2015,360,BMAG,Gallery 5,,,,
8/22/2015,387,BMAG,Gallery 5,,,,
8/23/2015,567,BMAG,Gallery 5,,,,
8/24/2015,526,BMAG,Gallery 5,,,,
8/25/2015,434,BMAG,Gallery 5,,,,
8/26/2015,332,BMAG,Gallery 5,,,,
8/27/2015,308,BMAG,Gallery 5,,,,
8/28/2015,295,BMAG,Gallery 5,,,,
8/29/2015,660,BMAG,Gallery 5,,,,
8/30/2015,678,BMAG,Gallery 5,,,,
8/31/2015,956,BMAG,Gallery 5,,,,
9/1/2015,176,BMAG,Gallery 5,,,,
9/2/2015,171,BMAG,Gallery 5,,,,
9/3/2015,218,BMAG,Gallery 5,,,,
9/4/2015,241,BMAG,Gallery 5,,,,
9/5/2015,393,BMAG,Gallery 5,,,,
9/8/2015,153,BMAG,Gallery 5,,,,
9/9/2015,114,BMAG,Gallery 5,,,,
9/10/2015,201,BMAG,Gallery 5,,,,
9/11/2015,194,BMAG,Gallery 5,,,,
9/12/2015,555,BMAG,Gallery 5,,,,
9/13/2015,300,BMAG,Gallery 5,,,,
9/14/2015,188,BMAG,Gallery 5,,,,
9/15/2015,161,BMAG,Gallery 5,,,,
9/16/2015,250,BMAG,Gallery 5,,,,
9/17/2015,158,BMAG,Gallery 5,,,,
9/18/2015,170,BMAG,Gallery 5,,,,
9/19/2015,315,BMAG,Gallery 5,,,,
9/20/2015,333,BMAG,Gallery 5,,,,
9/21/2015,229,BMAG,Gallery 5,,,,
9/22/2015,148,BMAG,Gallery 5,,,,
9/23/2015,124,BMAG,Gallery 5,,,,
9/24/2015,150,BMAG,Gallery 5,,,,
9/26/2015,317,BMAG,Gallery 5,,,,
9/27/2015,347,BMAG,Gallery 5,,,,
